Municipio;Densidade;Area;Populacao;NivelDensidade;CasosCovid19
Dom Feliciano (RS);10,6;1356,2;14376;Baixo;0
Dom Pedro de Alcântara (RS);32,63;78,2;2552;Médio;0
Dom Pedrito (RS);7,49;5192,1;38889;Baixo;3
Dona Francisca (RS);29,74;114,3;3399;Baixo;0
Doutor Maurício Cardoso (RS);21,03;252,7;5314;Baixo;0
Doutor Ricardo (RS);18,72;108,4;2029;Baixo;0
Eldorado do Sul (RS);67,38;509,7;34344;Médio;4
Encantado (RS);147,38;139,2;20515;Alto;0
Encruzilhada do Sul (RS);7,33;3348,3;24543;Baixo;0
Engenho Velho (RS);21,45;71,2;1527;Baixo;0
Entre-Ijuís (RS);16,17;552,6;8936;Baixo;0
Entre Rios do Sul (RS);25,65;120,1;3081;Baixo;0
Erebango (RS);19,4;153,1;2970;Baixo;0
Erechim (RS);223,11;430,7;96093;Alto;12
Ernestina (RS);12,91;239,1;3087;Baixo;0
Herval (RS);3,84;1757,8;6750;Baixo;0
Erval Grande (RS);18,06;285,9;5163;Baixo;0
Erval Seco (RS);21,65;363,9;7878;Baixo;0
Esmeralda (RS);3,82;829,9;3170;Baixo;0
Esperança do Sul (RS);22,05;148,4;3272;Baixo;0
Espumoso (RS);19,46;783,1;15239;Baixo;0
Estação (RS);59,95;100,3;6013;Médio;0
Estância Velha (RS);816,42;52,1;42535;Alto;6
Esteio (RS);2917,87;27,7;80825;Alto;0
Estrela (RS);166,25;184,2;30623;Alto;4
Estrela Velha (RS);12,88;281,7;3628;Baixo;0
Eugênio de Castro (RS);6,67;419,3;2797;Baixo;0
Fagundes Varela (RS);19,2;134,3;2579;Baixo;0
Farroupilha (RS);176,57;360,4;63636;Alto;5
Faxinal do Soturno (RS);39,27;169,9;6672;Médio;0
Faxinalzinho (RS);17,9;143,4;2567;Baixo;0
Fazenda Vilanova (RS);43,6;84,8;3697;Médio;0
Feliz (RS);129,59;95,4;12363;Alto;0
Flores da Cunha (RS);99,2;273,5;27131;Médio;0
Floriano Peixoto (RS);11,98;168,4;2017;Baixo;0
Fontoura Xavier (RS);18,37;583,5;10719;Baixo;0
Formigueiro (RS);12,05;582;7013;Baixo;0
Forquetinha (RS);26,49;93,6;2479;Baixo;0
Fortaleza dos Valos (RS);7,03;650,3;4572;Baixo;0
Frederico Westphalen (RS);108,85;265;28845;Alto;0
Garibaldi (RS);181,34;169,2;30683;Alto;3
Garruchos (RS);4,04;799,9;3232;Baixo;0
Gaurama (RS);28,7;204,3;5863;Baixo;0
General Câmara (RS);16,56;510;8446;Baixo;0
Gentil (RS);9,11;184;1676;Baixo;0
Getúlio Vargas (RS);56,37;286,6;16156;Médio;0
Giruá (RS);19,95;855,9;17075;Baixo;0
Glorinha (RS);21,29;323,6;6889;Baixo;0
Gramado (RS);135,7;237,8;32269;Alto;0
Gramado dos Loureiros (RS);17,27;131,4;2269;Baixo;0
Gramado Xavier (RS);18,25;217,5;3969;Baixo;0
Gravataí (RS);551,58;463,5;255657;Alto;11
Guabiju (RS);10,77;148,4;1598;Baixo;0
Guaíba (RS);252,57;376,9;95194;Alto;1
Guaporé (RS);76,64;297,7;22816;Médio;0
Guarani das Missões (RS);27,93;290,5;8114;Baixo;0
Harmonia (RS);95,04;44,8;4258;Médio;0
Herveiras (RS);24,97;118,3;2954;Baixo;0
Horizontina (RS);78,92;232,5;18349;Médio;0
Hulha Negra (RS);7,34;822,9;6040;Baixo;0
Humaitá (RS);36,57;134,5;4919;Médio;0
Ibarama (RS);22,63;193,1;4370;Baixo;0
Ibiaçá (RS);13,5;348,8;4709;Baixo;0
Ibiraiaras (RS);23,85;300,7;7172;Baixo;0
Ibirapuitã (RS);13,23;307;4062;Baixo;0
Ibirubá (RS);31,79;607,5;19312;Médio;0
Igrejinha (RS);233,03;135,9;31669;Alto;0
Ijuí (RS);114,51;689,1;78909;Alto;0
Ilópolis (RS);35,22;116,5;4103;Médio;0
Imbé (RS);448,53;39,4;17672;Alto;0
Imigrante (RS);41,21;73,4;3025;Médio;0
Independência (RS);18,51;357,4;6615;Baixo;0
Inhacorá (RS);19,87;114,1;2267;Baixo;0
Ipê (RS);10,04;599,2;6016;Baixo;0
Ipiranga do Sul (RS);12,31;157,9;1944;Baixo;0
Iraí (RS);44,34;182,2;8079;Médio;0
Itaara (RS);28,96;173;5010;Baixo;0
Itacurubi (RS);3,07;1120,9;3441;Baixo;0
Itapuca (RS);12,72;184,3;2344;Baixo;0
Itaqui (RS);11,21;3404,1;38160;Baixo;0
Itati (RS);12,49;206,9;2584;Baixo;0
Itatiba do Sul (RS);19,66;212,2;4172;Baixo;0
Ivorá (RS);17,54;122,9;2156;Baixo;0
Ivoti (RS);314,71;63,2;19890;Alto;11
Jaboticaba (RS);32;128,1;4099;Médio;0
Jacuizinho (RS);7,41;338,5;2508;Baixo;0
Jacutinga (RS);20,26;179,3;3633;Baixo;0
Jaguarão (RS);13,6;2054,4;27940;Baixo;0
Jaguari (RS);17,04;673,4;11475;Baixo;0
Jaquirana (RS);4,6;907,9;4176;Baixo;0
Jari (RS);4,17;856,5;3572;Baixo;0
Jóia (RS);6,74;1235,9;8330;Baixo;0
Júlio de Castilhos (RS);10,15;1929,4;19583;Baixo;0
Lagoa Bonita do Sul (RS);24,53;108,5;2662;Baixo;0
Lagoão (RS);16,12;383,6;6184;Baixo;0
Lagoa dos Três Cantos (RS);11,53;138,6;1598;Baixo;0
Lagoa Vermelha (RS);21,78;1263,5;27519;Baixo;0
Lajeado (RS);793,06;90,1;71455;Alto;17
Lajeado do Bugre (RS);36,61;67,9;2486;Médio;0
Lavras do Sul (RS);2,95;2600,6;7672;Baixo;0
Liberato Salzano (RS);23,53;245,6;5779;Baixo;0
Lindolfo Collor (RS);158,44;33;5229;Alto;0
Linha Nova (RS);25,48;63,7;1623;Baixo;0
Machadinho (RS);16,48;334,4;5511;Baixo;0
Maçambará (RS);2,82;1682,8;4745;Baixo;0
Mampituba (RS);19;158;3002;Baixo;0
Manoel Viana (RS);5,09;1390,7;7079;Baixo;0
Maquiné (RS);11,11;621,7;6907;Baixo;0
Maratá (RS);31,13;81,2;2528;Médio;0
Marau (RS);56;649,3;36361;Médio;4
Marcelino Ramos (RS);22,36;229,6;5134;Baixo;0
Mariana Pimentel (RS);11,15;337,8;3766;Baixo;0
Mariano Moro (RS);22,3;99,1;2210;Baixo;0
Marques de Souza (RS);32,5;125,2;4069;Médio;0
Mata (RS);16,39;311,9;5112;Baixo;0
Mato Castelhano (RS);10,36;238,4;2470;Baixo;0
Mato Leitão (RS);84,2;45,9;3865;Médio;0
Mato Queimado (RS);15,69;114,6;1798;Baixo;0
Maximiliano de Almeida (RS);23,55;208,5;4910;Baixo;0
Minas do Leão (RS);17,98;424,3;7629;Baixo;0
Miraguaí (RS);37,24;130,4;4856;Médio;0
Montauri (RS);18,79;82,1;1543;Baixo;0
Monte Alegre dos Campos (RS);5,64;549,7;3100;Baixo;0
Monte Belo do Sul (RS);39,05;68,4;2671;Médio;0
Montenegro (RS);140,13;424;59415;Alto;0
Mormaço (RS);18,81;146,1;2748;Baixo;0
Morrinhos do Sul (RS);19,23;165,4;3181;Baixo;0
Morro Redondo (RS);25,45;244,6;6225;Baixo;0
Morro Reuter (RS);64,76;87,6;5673;Médio;0
Mostardas (RS);6,11;1983;12116;Baixo;0
Muçum (RS);43,2;110,9;4791;Médio;0
Muitos Capões (RS);2,49;1197,9;2983;Baixo;0
Muliterno (RS);16,31;111,1;1812;Baixo;0
Não-Me-Toque (RS);44,06;361,7;15937;Médio;0
Nicolau Vergueiro (RS);11,04;155,8;1720;Baixo;0
Nonoai (RS);25,73;469,3;12075;Baixo;0
Nova Alvorada (RS);21,3;149,4;3182;Baixo;0
Nova Araçá (RS);53,81;74,4;4003;Médio;0
Nova Bassano (RS);41,77;211,6;8839;Médio;0
Nova Boa Vista (RS);20,8;94,2;1959;Baixo;0
Nova Bréscia (RS);30,97;102,8;3184;Médio;0
Nova Candelária (RS);28,12;97,8;2750;Baixo;0
Nova Esperança do Sul (RS);24,46;191;4672;Baixo;0
Nova Hartz (RS);293,26;62,6;18358;Alto;0
Nova Pádua (RS);23,73;103,2;2449;Baixo;0
Nova Palma (RS);20,23;313,5;6342;Baixo;2
Nova Petrópolis (RS);65,38;291,3;19045;Médio;0
Nova Prata (RS);88,23;258,7;22825;Médio;0
Nova Ramada (RS);9,57;254,8;2438;Baixo;0
Nova Roma do Sul (RS);22,43;149,1;3344;Baixo;0
Nova Santa Rita (RS);104,26;217,9;22718;Alto;0
Novo Cabrais (RS);20,05;192,3;3856;Baixo;0
Novo Hamburgo (RS);1067,54;223,8;238915;Alto;14
Novo Machado (RS);17,95;218,7;3926;Baixo;0
Novo Tiradentes (RS);30,2;75,4;2277;Médio;0
Novo Xingu (RS);21,8;80,6;1757;Baixo;0
Novo Barreiro (RS);32,19;123,6;3979;Médio;0
Osório (RS);61,65;663,6;40911;Médio;3
Paim Filho (RS);23,29;182,2;4243;Baixo;0
Palmares do Sul (RS);11,56;949,2;10973;Baixo;0
Palmeira das Missões (RS);24,18;1419,4;34321;Baixo;0
Palmitinho (RS);48,04;144;6918;Médio;0
Panambi (RS);77,53;490,9;38059;Médio;0
Pantano Grande (RS);11,76;841,2;9893;Baixo;0
Paraí (RS);56,57;120,4;6811;Médio;3
Paraíso do Sul (RS);21,71;337,8;7334;Baixo;0
Pareci Novo (RS);61,16;57,4;3511;Médio;0
Parobé (RS);474,03;108,6;51480;Alto;0
Passa Sete (RS);16,92;304,5;5152;Baixo;0
Passo do Sobrado (RS);22,67;265,1;6010;Baixo;0
Passo Fundo (RS);235,92;783,4;184820;Alto;4
Paulo Bento (RS);14,8;148,4;2196;Baixo;0
Paverama (RS);46,8;171,9;8045;Médio;0
Pedras Altas (RS);1,61;1377,4;2218;Baixo;0
Pedro Osório (RS);12,83;608,8;7811;Baixo;0
Pejuçara (RS);9,59;414,2;3972;Baixo;0
Pelotas (RS);203,89;1610,1;328283;Alto;6
Picada Café (RS);60,86;85,1;5179;Médio;0
Pinhal (RS);36,84;68,2;2512;Médio;0
Pinhal da Serra (RS);4,87;437,4;2130;Baixo;0
Pinhal Grande (RS);9,37;477,1;4470;Baixo;0
Pinheirinho do Vale (RS);42,69;105,3;4495;Médio;0
Pinheiro Machado (RS);5,68;2249,6;12778;Baixo;0
Pirapó (RS);9,45;291,7;2757;Baixo;0
Piratini (RS);5,61;3539,7;19858;Baixo;2
Planalto (RS);45,67;230,4;10522;Médio;0
Poço das Antas (RS);31;65,1;2018;Médio;0
Pontão (RS);7,63;505,7;3858;Baixo;0
Ponte Preta (RS);17,52;99,9;1750;Baixo;0
Portão (RS);193,38;159,9;30921;Alto;0
Porto Alegre (RS);2837,52;496,7;1409396;Alto;464
Porto Lucena (RS);21,65;250,1;5415;Baixo;0
Porto Mauá (RS);24,08;105,6;2543;Baixo;0
Porto Vera Cruz (RS);16,3;113,6;1852;Baixo;0
Porto Xavier (RS);37,64;280,5;10558;Médio;0
Pouso Novo (RS);17,6;106,5;1874;Baixo;0
Presidente Lucena (RS);50,26;49,4;2483;Médio;0
Progresso (RS);24,09;255,9;6165;Baixo;0
Protásio Alves (RS);11,57;172,8;1999;Baixo;0
Putinga (RS);20,19;205,1;4141;Baixo;0
Quaraí (RS);7,31;3147,6;23009;Baixo;0
Quatro Irmãos (RS);6,62;268;1774;Baixo;0
Quevedos (RS);4,99;543,4;2712;Baixo;0
Quinze de Novembro (RS);16,33;223,6;3651;Baixo;0
Redentora (RS);33,77;302,7;10222;Médio;0
Relvado (RS);17,46;123,4;2155;Baixo;0
Restinga Sêca (RS);16,58;956,1;15852;Baixo;0
Rio dos Índios (RS);15,26;237;3617;Baixo;0
Rio Grande (RS);72,79;2709,5;197225;Médio;6
Rio Pardo (RS);18,33;2050,6;37587;Baixo;0
Riozinho (RS);18,07;239,6;4330;Baixo;0
Roca Sales (RS);49,29;208,6;10282;Médio;0
Rodeio Bonito (RS);69,03;83,2;5743;Médio;0
Rolador (RS);8,63;295;2546;Baixo;0
Rolante (RS);65,91;295,6;19483;Médio;2
Ronda Alta (RS);24,37;419,3;10218;Baixo;0
Rondinha (RS);21,88;252,2;5518;Baixo;0
Roque Gonzales (RS);20,78;346,6;7202;Baixo;0
Rosário do Sul (RS);9,09;4369,7;39721;Baixo;0
Sagrada Família (RS);33,16;78,3;2596;Médio;0
Saldanha Marinho (RS);12,95;221,6;2870;Baixo;0
Salto do Jacuí (RS);23,41;507,4;11878;Baixo;0
Salvador das Missões (RS);28,38;94;2668;Baixo;0
Salvador do Sul (RS);67,59;99,8;6745;Médio;0
Sananduva (RS);30,47;504,6;15375;Médio;0
Santa Bárbara do Sul (RS);9,05;975,5;8828;Baixo;0
Santa Cecília do Sul (RS);8,3;199,4;1655;Baixo;0
Santa Clara do Sul (RS);65,75;86,6;5694;Médio;0
Santa Cruz do Sul (RS);161,4;733,4;118371;Alto;0
Santa Maria (RS);145,98;1788,1;261027;Alto;6
Santa Maria do Herval (RS);43,36;139,6;6053;Médio;0
Santa Margarida do Sul (RS);2,46;955,3;2350;Baixo;0
Santana da Boa Vista (RS);5,8;1420,6;8239;Baixo;0
Sant'Ana do Livramento (RS);11,86;6950,4;82432;Baixo;15
Santa Rosa (RS);140,03;489,8;68587;Alto;3
Santa Tereza (RS);23,76;72,4;1720;Baixo;0
Santa Vitória do Palmar (RS);5,91;5244,4;30994;Baixo;0
Santiago (RS);20,33;2413,1;49058;Baixo;3
Santo Ângelo (RS);112,09;680,5;76277;Alto;0
Santo Antônio do Palma (RS);16,96;126,1;2139;Baixo;0
Santo Antônio da Patrulha (RS);37,8;1049,8;39682;Médio;3
Santo Antônio das Missões (RS);6,55;1710,9;11206;Baixo;0
Santo Antônio do Planalto (RS);9,77;203,4;1987;Baixo;0
Santo Augusto (RS);29,84;468,1;13968;Baixo;0
Santo Cristo (RS);39,19;366,9;14379;Médio;0
Santo Expedito do Sul (RS);19,57;125,7;2460;Baixo;0
São Borja (RS);17,05;3616;61653;Baixo;0
São Domingos do Sul (RS);37,06;79;2928;Médio;1
São Francisco de Assis (RS);7,68;2508,5;19265;Baixo;0
São Francisco de Paula (RS);6,27;3274;20528;Baixo;0
São Gabriel (RS);12,03;5023,8;60436;Baixo;1
São Jerônimo (RS);23,64;936,4;22136;Baixo;0
São João da Urtiga (RS);27,61;171,2;4727;Baixo;0
São João do Polêsine (RS);30,94;85,2;2636;Médio;0
São Jorge (RS);23,5;118,1;2775;Baixo;0
São José das Missões (RS);27,74;98,1;2721;Baixo;0
São José do Herval (RS);21,38;103,1;2204;Baixo;0
São José do Hortêncio (RS);63,86;64,1;4093;Médio;0
São José do Inhacorá (RS);28,28;77,8;2200;Baixo;0
São José do Norte (RS);22,81;1118,1;25504;Baixo;0
São José do Ouro (RS);20,62;334,8;6904;Baixo;0
São José do Sul (RS);35,27;59;2081;Médio;0
São José dos Ausentes (RS);2,8;1176,7;3295;Baixo;0
São Leopoldo (RS);2083,79;102,7;214005;Alto;13
São Lourenço do Sul (RS);21,17;2036,1;43104;Baixo;0
São Luiz Gonzaga (RS);26,67;1295,7;34556;Baixo;0
São Marcos (RS);78,45;256,3;20107;Médio;0
São Martinho (RS);33,63;171,7;5774;Médio;0
São Martinho da Serra (RS);4,78;669,6;3201;Baixo;0
São Miguel das Missões (RS);6,03;1229,8;7416;Baixo;0
São Nicolau (RS);11,8;485,3;5727;Baixo;0
São Paulo das Missões (RS);28,43;223,9;6365;Baixo;0
São Pedro da Serra (RS);93,68;35,4;3316;Médio;0
São Pedro das Missões (RS);23,59;80;1887;Baixo;0
São Pedro do Butiá (RS);26,69;107,6;2872;Baixo;0
São Pedro do Sul (RS);18,74;873,6;16371;Baixo;0
São Sebastião do Caí (RS);196,81;111,4;21925;Alto;2
São Sepé (RS);10,81;2200,7;23790;Baixo;0
São Valentim (RS);23,56;154,2;3633;Baixo;0
São Valentim do Sul (RS);23,5;92,2;2167;Baixo;0
São Valério do Sul (RS);24,52;108;2648;Baixo;0
São Vendelino (RS);60,59;32,1;1945;Médio;0
São Vicente do Sul (RS);7,18;1175,2;8438;Baixo;0
Sapiranga (RS);542,13;138,3;74977;Alto;6
Sapucaia do Sul (RS);2245,91;58,3;130937;Alto;1
Sarandi (RS);60,23;353,4;21285;Médio;0
Seberi (RS);36,15;301,4;10896;Médio;0
Sede Nova (RS);25,24;119,3;3011;Baixo;0
Segredo (RS);28,93;247,4;7157;Baixo;0
Selbach (RS);27,75;177,6;4928;Baixo;0
Senador Salgado Filho (RS);19,12;147,2;2814;Baixo;0
Sentinela do Sul (RS);18,43;282;5197;Baixo;0
Serafina Corrêa (RS);87,29;163,3;14254;Médio;10
Sério (RS);22,9;99,6;2281;Baixo;0
Sertão (RS);14,32;439,5;6294;Baixo;0
Sertão Santana (RS);23,23;251,8;5849;Baixo;0
Sete de Setembro (RS);16,34;130;2124;Baixo;0
Severiano de Almeida (RS);22,92;167,6;3841;Baixo;0
Silveira Martins (RS);20,68;118,4;2449;Baixo;0
Sinimbu (RS);19,74;510,1;10069;Baixo;0
Sobradinho (RS);109,54;130,4;14284;Alto;0
Soledade (RS);24,76;1213,4;30044;Baixo;0
Tabaí (RS);43,6;94,8;4133;Médio;0
Tapejara (RS);80,61;238,8;19250;Médio;0
Tapera (RS);58,15;179,7;10450;Médio;0
Tapes (RS);20,62;806,3;16626;Baixo;0
Taquara (RS);119,35;457,9;54650;Alto;5
Taquari (RS);74,56;350;26096;Médio;1
Taquaruçu do Sul (RS);38,6;76,8;2964;Médio;0
Tavares (RS);8,86;604,3;5354;Baixo;0
Tenente Portela (RS);40,58;338,1;13720;Médio;0
Terra de Areia (RS);69,67;141,8;9879;Médio;0
Teutônia (RS);152,68;178,6;27269;Alto;0
Tio Hugo (RS);23,85;114,2;2724;Baixo;0
Tiradentes do Sul (RS);27,55;234,5;6460;Baixo;0
Toropi (RS);14,54;203;2952;Baixo;0
Torres (RS);216,34;160,2;34658;Alto;21
Tramandaí (RS);287,97;144,4;41583;Alto;1
Travesseiro (RS);28,52;81,1;2313;Baixo;0
Três Arroios (RS);19,21;148,6;2855;Baixo;0
Três Cachoeiras (RS);40,7;251,1;10220;Médio;0
Três Coroas (RS);128,53;185,5;23842;Alto;0
Três de Maio (RS);56,2;422,2;23728;Médio;0
Três Forquilhas (RS);13,4;217,4;2913;Baixo;0
Três Palmeiras (RS);24,26;180,6;4381;Baixo;0
Três Passos (RS);89,29;268,4;23965;Médio;0
Trindade do Sul (RS);21,56;268,4;5787;Baixo;0
Triunfo (RS);31,5;818,8;25792;Médio;0
Tucunduva (RS);32,62;180,8;5898;Médio;0
Tunas (RS);20,15;218,1;4395;Baixo;0
Tupanci do Sul (RS);11,64;135,1;1573;Baixo;0
Tupanciretã (RS);9,89;2251,9;22271;Baixo;0
Tupandi (RS);65,9;59,5;3921;Médio;0
Tuparendi (RS);27,81;307,7;8557;Baixo;0
Turuçu (RS);13,89;253,6;3523;Baixo;0
Ubiretama (RS);18,12;126,7;2296;Baixo;0
União da Serra (RS);11,35;131;1487;Baixo;0
Unistalda (RS);4,07;602,4;2452;Baixo;0
Uruguaiana (RS);21,95;5715,8;125462;Baixo;1
Vacaria (RS);28,88;2123,7;61332;Baixo;0
Vale Verde (RS);9,87;329,7;3254;Baixo;0
Vale do Sol (RS);33,75;328,2;11077;Médio;0
Vale Real (RS);113,52;45,1;5120;Alto;0
Vanini (RS);30,58;64,9;1985;Médio;0
Venâncio Aires (RS);85,28;773,2;65938;Médio;0
Vera Cruz (RS);77,46;309,6;23982;Médio;0
Veranópolis (RS);78,83;289,3;22806;Médio;0
Vespasiano Corrêa (RS);17,33;113,9;1974;Baixo;0
Viadutos (RS);19,79;268,4;5312;Baixo;0
Viamão (RS);159,91;1497;239385;Alto;6
Vicente Dutra (RS);27,1;195;5285;Baixo;0
Victor Graeff (RS);12,74;238,3;3036;Baixo;0
Vila Flores (RS);29,72;107,9;3207;Baixo;0
Vila Lângaro (RS);14,14;152,2;2152;Baixo;0
Vila Maria (RS);23,26;181,4;4219;Baixo;1
Vila Nova do Sul (RS);8,31;507,9;4221;Baixo;0
Vista Alegre (RS);36,56;77,5;2833;Médio;0
Vista Alegre do Prata (RS);13,15;119,3;1569;Baixo;0
Vista Gaúcha (RS);31,1;88,7;2759;Médio;0
Vitória das Missões (RS);13,42;259,6;3484;Baixo;0
Westfália (RS);43,64;64;2793;Médio;0
Xangri-lá (RS);204,88;60,7;12436;Alto;0
Água Clara (MS);1,31;11031,1;14451;Baixo;0
Alcinópolis (MS);1,04;4399,7;4576;Baixo;1
Amambai (MS);8,26;4202,3;34711;Baixo;0
Anastácio (MS);8,08;2949,1;23829;Baixo;0
Anaurilândia (MS);2,5;3395,4;8489;Baixo;0
Angélica (MS);7,21;1273,3;9180;Baixo;0
Antônio João (MS);7,17;1145,2;8211;Baixo;0
Aparecida do Taboado (MS);8,12;2750,2;22332;Baixo;0
Aquidauana (MS);2,69;16957,8;45616;Baixo;0
Aral Moreira (MS);6,19;1655,7;10249;Baixo;0
Bandeirantes (MS);2,12;3115,7;6605;Baixo;0
Bataguassu (MS);8,21;2415,3;19830;Baixo;0
Batayporã (MS);5,98;1828;10931;Baixo;5
Bela Vista (MS);4,74;4892,6;23191;Baixo;0
Bodoquena (MS);3,18;2507,3;7973;Baixo;0
Bonito (MS);3,97;4934,4;19590;Baixo;0
Brasilândia (MS);2,04;5806,9;11846;Baixo;0
Caarapó (MS);12,33;2089,6;25765;Baixo;0
Camapuã (MS);2,19;6229,6;13643;Baixo;0
Campo Grande (MS);97,22;8093;786801;Médio;104
Caracol (MS);1,84;2940,3;5410;Baixo;0
Cassilândia (MS);5,74;3649,6;20949;Baixo;0
Chapadão do Sul (MS);5,1;3851;19640;Baixo;0
Corguinho (MS);1,84;2639,9;4857;Baixo;0
Coronel Sapucaia (MS);13,72;1025,1;14064;Baixo;0
Corumbá (MS);1,6;64962,8;103940;Baixo;0
Costa Rica (MS);3,67;5371,8;19715;Baixo;0
Coxim (MS);5,02;6409,2;32174;Baixo;0
Deodápolis (MS);14,6;831,2;12136;Baixo;0
Dois Irmãos do Buriti (MS);4,42;2344,6;10363;Baixo;0
Douradina (MS);19,1;280,8;5363;Baixo;0
Dourados (MS);47,97;4086,2;196015;Médio;8
Eldorado (MS);11,49;1017,8;11695;Baixo;0
Fátima do Sul (MS);60,4;315,2;19038;Médio;0
Figueirão (MS);0,6;4882,9;2930;Baixo;0
Glória de Dourados (MS);20,19;491,7;9927;Baixo;0
Guia Lopes da Laguna (MS);8,56;1210,6;10363;Baixo;0
Iguatemi (MS);5,05;2946,5;14880;Baixo;0
Inocência (MS);1,33;5776;7682;Baixo;0
Itaporã (MS);15,79;1321,8;20871;Baixo;0
Itaquiraí (MS);9,02;2063,8;18615;Baixo;0
Ivinhema (MS);11,11;2010,2;22333;Baixo;0
Japorã (MS);18,43;419,4;7730;Baixo;0
Jaraguari (MS);2,18;2912,8;6350;Baixo;0
Jardim (MS);11,06;2201,5;24349;Baixo;0
Jateí (MS);2,08;1928;4010;Baixo;0
Juti (MS);3,72;1584,5;5894;Baixo;0
Ladário (MS);57,57;340,8;19620;Médio;0
Laguna Carapã (MS);3,74;1734,1;6486;Baixo;0
Maracaju (MS);7,06;5299,2;37412;Baixo;0
Miranda (MS);4,67;5478,8;25586;Baixo;0
Mundo Novo (MS);35,67;477,8;17043;Médio;0
Naviraí (MS);14,54;3193,5;46433;Baixo;0
Nioaque (MS);3,67;3923,8;14400;Baixo;0
Nova Alvorada do Sul (MS);4,09;4019,3;16439;Baixo;0
Nova Andradina (MS);9,54;4776;45563;Baixo;2
Novo Horizonte do Sul (MS);5,82;849,1;4942;Baixo;0
Paranaíba (MS);7,44;5402,7;40196;Baixo;0
Paranhos (MS);9,43;1309,2;12346;Baixo;0
Pedro Gomes (MS);2,18;3651,2;7960;Baixo;0
Ponta Porã (MS);14,61;5330,5;77879;Baixo;4
Porto Murtinho (MS);0,87;17744,5;15438;Baixo;0
Ribas do Rio Pardo (MS);1,21;17308,1;20943;Baixo;0
Rio Brilhante (MS);7,69;3987,4;30663;Baixo;0
Rio Negro (MS);2,79;1807,7;5043;Baixo;0
Rio Verde de Mato Grosso (MS);2,32;8153,9;18917;Baixo;2
Rochedo (MS);3,16;1561,1;4933;Baixo;0
Santa Rita do Pardo (MS);1,18;6143,1;7249;Baixo;0
São Gabriel do Oeste (MS);5,75;3864,7;22222;Baixo;0
Sete Quedas (MS);12,93;833,7;10780;Baixo;0
Selvíria (MS);1,93;3258,3;6289;Baixo;0
Sidrolândia (MS);7,97;5286,4;42133;Baixo;4
Sonora (MS);3,64;4075,4;14834;Baixo;0
Tacuru (MS);5,72;1785,3;10212;Baixo;0
Taquarussu (MS);3,38;1041,1;3519;Baixo;0
Terenos (MS);6,03;2844,5;17152;Baixo;0
Três Lagoas (MS);9,97;10207;101764;Baixo;1
Vicentina (MS);19,03;310,2;5903;Baixo;0
Acorizal (MT);6,56;840,6;5514;Baixo;0
Água Boa (MT);2,77;7537,9;20880;Baixo;0
Alta Floresta (MT);5,34;9212,5;49195;Baixo;0
Alto Araguaia (MT);2,84;5514,5;15661;Baixo;0
Alto Boa Vista (MT);2,34;2240,4;5243;Baixo;0
Alto Garças (MT);2,76;3748,1;10345;Baixo;0
Alto Paraguai (MT);5,45;1846,3;10062;Baixo;0
Alto Taquari (MT);5,7;1416,5;8074;Baixo;0
Apiacás (MT);0,42;20379,9;8560;Baixo;0
Araguaiana (MT);0,5;6429,4;3215;Baixo;0
Araguainha (MT);1,59;688;1094;Baixo;0
Araputanga (MT);9,59;1600,3;15347;Baixo;0
Arenápolis (MT);24,77;416,4;10314;Baixo;0
Aripuanã (MT);0,76;24613;18706;Baixo;0
Barão de Melgaço (MT);0,67;11377,3;7623;Baixo;0
Barra do Bugres (MT);5,31;5992,6;31821;Baixo;0
Barra do Garças (MT);6,23;9079;56562;Baixo;0
Bom Jesus do Araguaia (MT);1,24;4274,2;5300;Baixo;0
Brasnorte (MT);0,96;15959,1;15321;Baixo;0
Cáceres (MT);3,61;24351,4;87909;Baixo;0
Campinápolis (MT);2,45;5835,5;14297;Baixo;0
Campo Novo do Parecis (MT);2,92;9434,4;27548;Baixo;0
Campo Verde (MT);6,61;4782,1;31610;Baixo;0
Campos de Júlio (MT);0,76;6801,9;5169;Baixo;0
Canabrava do Norte (MT);1,39;3452,7;4799;Baixo;0
Canarana (MT);1,73;10854,3;18778;Baixo;0
Carlinda (MT);5,1;2156,7;10999;Baixo;0
Castanheira (MT);2,22;3703,7;8222;Baixo;0
Chapada dos Guimarães (MT);2,98;5983,6;17831;Baixo;0
Cláudia (MT);2,86;3850;11011;Baixo;0
Cocalinho (MT);0,33;16530,6;5455;Baixo;0
Colíder (MT);9,94;3093,6;30750;Baixo;0
Colniza (MT);0,94;27924,5;26249;Baixo;0
Comodoro (MT);0,83;21774,2;18073;Baixo;0
Confresa (MT);4,33;5801,4;25120;Baixo;0
Conquista D'Oeste (MT);1,27;2672,2;3394;Baixo;0
Cotriguaçu (MT);1,58;9460,5;14948;Baixo;0
Cuiabá (MT);163,88;3362,8;551096;Alto;40
Curvelândia (MT);13,53;359,8;4868;Baixo;0
Denise (MT);6,52;1307,2;8523;Baixo;0
Diamantino (MT);2,47;8230;20328;Baixo;0
Dom Aquino (MT);3,71;2204,2;8178;Baixo;0
Feliz Natal (MT);0,95;11462,4;10889;Baixo;0
Figueirópolis D'Oeste (MT);4,22;899,4;3795;Baixo;0
Gaúcha do Norte (MT);0,37;16930,7;6264;Baixo;0
General Carneiro (MT);1,32;3794,9;5009;Baixo;0
Glória D'Oeste (MT);3,67;853,8;3133;Baixo;0
